customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST084018,50,Male,South,Graduate,Self-Employed,855694.65,1793084.99,Education,697.41,2,48,43.46,2017-04-16,1
CUST066943,43,Female,North,Graduate,Salaried,887924.85,1935438.06,Business,788.56,2,209,61.0,2021-09-25,1
CUST084851,46,Male,East,Post-Graduate,Salaried,2428007.6,4843747.1,Home,657.34,2,118,12.08,2024-03-05,1
CUST077429,31,Male,South,Secondary,Salaried,1032776.17,2446772.4,Car,638.27,0,79,78.86,2018-05-11,0
CUST066785,45,Male,North,Primary,Salaried,787866.8,2627350.41,Car,729.27,3,125,44.8,2024-01-25,1
CUST098623,37,Male,South,Secondary,Salaried,268931.64,693684.83,Other,798.61,1,53,44.5,2019-12-03,0
CUST048146,37,Male,South,Primary,Salaried,1402709.83,2523189.26,Home,721.76,1,120,48.35,2021-05-24,0
CUST033331,47,Female,West,Post-Graduate,Salaried,796260.75,699744.27,Other,737.46,1,94,33.01,2024-02-15,0
CUST075117,40,Male,West,Primary,Salaried,332763.48,804745.93,Home,601.5,2,214,33.04,2025-03-21,1
CUST069795,22,Male,South,Secondary,Self-Employed,321899.13,287297.65,Education,672.22,1,107,62.08,2019-07-05,1
CUST036179,57,Female,South,Secondary,Unemployed,642707.42,1892762.29,Home,518.2,2,192,52.02,2020-03-22,1
CUST011348,31,Male,North,Graduate,Salaried,856013.31,1243174.95,Education,740.26,1,129,51.51,2025-09-06,0
CUST020180,32,Female,East,Post-Graduate,Salaried,631331.2,1154318.06,Education,712.85,1,129,26.88,2023-11-10,1
CUST034227,53,Female,North,Secondary,Salaried,210785.04,138494.99,Home,655.98,0,107,48.58,2019-01-17,1
CUST031159,44,Male,West,Post-Graduate,Salaried,1893343.34,8756526.68,Other,597.81,1,74,43.07,2020-04-04,1
CUST099616,46,Male,North,Secondary,Self-Employed,144337.2,109550.09,Car,669.89,2,48,13.63,2026-02-16,1
CUST092038,59,Female,South,Graduate,Self-Employed,1879506.19,6867266.24,Other,742.47,3,137,38.41,2026-01-19,1
CUST055899,52,Female,South,Graduate,Salaried,576317.72,1552115.1,Business,636.54,1,150,86.98,2025-06-01,0
CUST058230,30,Female,West,Graduate,Self-Employed,806185.37,1376405.24,Home,699.04,0,150,51.07,2025-11-18,0
CUST093307,31,Male,East,Graduate,Salaried,601409.15,1016008.97,Other,547.72,5,156,23.87,2022-07-01,1
CUST022616,34,Female,South,Graduate,Self-Employed,267444.22,645152.11,Business,669.18,0,92,63.03,2025-02-03,0
CUST089306,44,Male,West,Graduate,Salaried,406567.1,646168.35,Home,625.35,0,127,44.4,2021-03-01,1
CUST021230,45,Male,South,Primary,Self-Employed,848495.89,1001883.19,Home,644.95,0,112,61.28,2026-10-07,0
CUST035689,44,Male,North,Graduate,Salaried,761020.83,1119397.65,Education,819.04,1,106,17.25,2025-03-02,0
CUST014839,32,Female,West,Secondary,Salaried,719970.99,1645822.01,Business,710.38,1,87,56.25,2022-07-19,0
CUST027408,34,Female,East,Graduate,Salaried,970975.82,3781052.77,Education,622.78,2,113,31.79,2026-01-31,1
CUST045864,40,Female,North,Post-Graduate,Self-Employed,964234.15,639659.61,Home,782.25,1,188,66.01,2020-02-19,0
CUST028267,40,Female,North,Secondary,Salaried,428439.54,1881430.54,Home,716.8,1,87,34.61,2024-10-13,1
CUST051204,40,Male,North,Primary,Self-Employed,2479453.58,3774550.48,Education,614.05,1,37,40.91,2023-09-23,0
CUST001694,31,Female,South,Secondary,Salaried,1434508.04,4161641.9,Car,644.72,1,65,28.92,2017-05-01,1
CUST098661,36,Male,West,Secondary,Unemployed,466595.89,23562.0,Home,680.99,2,82,48.48,2017-02-01,1
CUST047107,23,Male,West,Graduate,Salaried,226177.48,267792.81,Home,679.11,1,132,56.97,2024-03-06,0
CUST090712,58,Male,East,Secondary,Self-Employed,897749.46,931469.5,Business,643.7,2,20,52.6,2023-08-29,1
CUST025110,24,Male,West,Graduate,Salaried,563661.22,494300.84,Home,714.63,4,49,31.14,2017-05-08,0
CUST043032,58,Male,South,Secondary,Salaried,548528.75,514043.9,Home,761.62,0,94,65.07,2017-02-05,0
CUST097181,34,Male,South,Secondary,Self-Employed,1204135.44,2475068.16,Education,625.67,0,112,48.82,2025-12-14,0
CUST024842,34,Male,East,Graduate,Salaried,549879.54,1396553.81,Car,624.27,0,178,53.09,2026-03-19,0
CUST054766,40,Male,West,Post-Graduate,Salaried,724740.93,2246460.38,Car,724.31,0,100,88.98,2021-11-13,0
CUST063405,54,Female,North,Secondary,Salaried,946138.05,1325765.93,Education,690.03,3,90,21.22,2017-08-14,1
CUST076707,54,Male,South,Post-Graduate,Self-Employed,1073860.15,2173253.36,Home,776.14,1,205,27.13,2024-10-01,0
CUST070587,34,Female,East,Graduate,Salaried,452515.72,1584467.76,Home,605.12,2,172,35.87,2021-05-14,1
CUST056896,53,Male,South,Post-Graduate,Self-Employed,1538412.81,3991151.86,Home,677.76,0,90,41.49,2019-08-22,1
CUST098393,56,Male,North,Graduate,Salaried,928863.57,3964411.29,Car,672.74,1,90,25.45,2018-06-21,1
CUST093058,43,Male,South,Secondary,Self-Employed,1252804.75,2698459.52,Business,672.22,1,143,27.77,2018-05-24,0
CUST095439,52,Male,West,Graduate,Salaried,1541696.16,10428047.15,Business,715.41,2,126,43.49,2024-08-22,1
CUST052212,36,Male,South,Graduate,Salaried,207238.7,545046.28,Other,693.78,1,177,24.2,2025-04-06,0
CUST082976,33,Male,East,Graduate,Unemployed,345685.37,601451.54,Car,578.67,1,155,41.45,2019-04-21,1
CUST070422,54,Female,South,Graduate,Unemployed,374098.84,733483.36,Home,594.66,1,132,24.48,2019-05-28,1
CUST001797,48,Female,West,Secondary,Salaried,772497.99,189547.37,Home,651.4,3,176,36.41,2020-04-04,0
CUST029885,31,Female,East,Graduate,Salaried,551962.17,68119.57,Other,627.71,1,112,21.18,2019-04-23,0
CUST067615,33,Male,East,Secondary,Salaried,131637.81,360754.01,Business,613.24,0,339,43.03,2021-02-05,0
CUST092512,26,Female,West,Secondary,Salaried,567036.36,971706.09,Education,633.61,1,127,32.43,2020-01-13,0
CUST079838,56,Female,West,Graduate,Salaried,385565.57,1403243.09,Car,636.99,3,124,57.89,2021-12-24,1
CUST048800,48,Other,West,Graduate,Salaried,783620.43,1401411.82,Home,767.11,1,38,43.71,2025-02-14,0
CUST055514,37,Female,West,Primary,Unemployed,274711.3,193170.13,Home,521.95,2,158,65.73,2020-03-09,1
CUST011439,56,Male,West,Graduate,Salaried,707530.31,94459.98,Business,664.61,3,87,20.05,2022-04-26,1
CUST014739,55,Male,North,Graduate,Self-Employed,1450589.2,3645166.96,Home,622.57,0,127,8.46,2026-06-06,0
CUST034101,40,Female,West,Graduate,Salaried,907665.54,2631537.95,Other,624.22,0,66,26.26,2024-11-20,1
CUST061347,36,Female,North,Secondary,Salaried,546463.72,515789.79,Home,606.59,2,101,62.1,2026-04-30,1
CUST022735,49,Female,West,Primary,Self-Employed,529729.35,1630648.6,Home,670.74,2,237,59.43,2024-11-13,0
CUST024132,62,Female,East,Graduate,Salaried,653978.89,1189703.99,Home,649.36,2,131,57.08,2023-05-02,1
CUST096886,31,Male,West,Post-Graduate,Self-Employed,449202.62,1089890.43,Business,752.17,2,103,52.83,2022-06-23,0
CUST027981,45,Male,North,Primary,Self-Employed,828895.84,763958.57,Home,787.1,1,102,33.81,2018-10-24,0
CUST070262,40,Male,North,Post-Graduate,Self-Employed,803856.88,2626084.47,Other,739.66,1,132,64.78,2022-06-21,0
CUST029446,36,Male,North,Graduate,Self-Employed,1521411.58,148320.37,Home,673.1,2,57,15.38,2018-12-24,0
CUST049969,37,Female,East,Secondary,Salaried,260012.43,197649.96,Home,673.68,0,61,43.8,2023-11-04,0
CUST080267,37,Female,East,Graduate,Salaried,800872.49,1115669.02,Education,775.52,1,66,12.12,2019-01-13,1
CUST005852,62,Female,East,Secondary,Salaried,1313395.0,3525441.27,Education,649.45,0,107,71.07,2025-02-22,1
CUST069047,45,Male,North,Graduate,Salaried,427042.46,626666.9,Car,661.5,0,85,40.48,2020-06-17,0
CUST059109,29,Female,South,Post-Graduate,Self-Employed,729692.0,271541.33,Car,722.91,2,160,25.71,2022-04-14,0
CUST074455,29,Female,South,Graduate,Self-Employed,4061830.42,6850043.23,Education,682.63,2,30,50.74,2022-12-04,0
CUST038993,49,Male,South,Secondary,Salaried,705226.14,780398.41,Other,751.77,2,89,42.61,2018-09-11,0
CUST055272,42,Female,East,Graduate,Salaried,1161793.19,3883818.32,Car,734.26,0,108,57.86,2020-09-12,1
CUST020468,56,Male,West,Graduate,Salaried,430734.27,428816.8,Home,593.2,2,103,65.71,2024-05-08,0
CUST056677,43,Male,East,Post-Graduate,Salaried,658883.77,2588879.8,Home,631.99,3,60,68.87,2022-06-09,1
CUST008205,46,Female,South,Secondary,Salaried,725892.18,402589.6,Business,700.62,0,73,29.2,2024-10-23,0
CUST064012,34,Male,South,Post-Graduate,Self-Employed,150455.39,119345.39,Car,679.93,0,104,38.04,2024-02-26,0
CUST076353,33,Female,South,Graduate,Salaried,1087159.91,351931.74,Car,776.67,1,208,33.13,2024-06-04,0
CUST068329,31,Male,North,Post-Graduate,Unemployed,1256740.87,3671258.54,Home,591.93,2,58,55.14,2025-06-21,1
CUST013041,39,Male,South,Secondary,Salaried,610685.61,1285785.81,Home,816.75,2,96,40.75,2022-07-04,0
CUST062339,33,Female,South,Graduate,Salaried,578787.98,160623.76,Home,693.27,0,139,39.35,2025-06-11,0
CUST014992,43,Male,North,Graduate,Salaried,977127.33,3125729.47,Home,672.13,2,98,72.7,2024-10-06,0
CUST004292,28,Female,East,Graduate,Salaried,721320.92,874151.07,Other,725.55,1,153,41.74,2021-04-12,0
CUST077928,31,Male,East,Post-Graduate,Self-Employed,290362.25,1561021.33,Other,561.28,1,109,53.36,2017-08-16,1
CUST007255,36,Female,West,Secondary,Self-Employed,342499.22,863049.68,Other,705.25,1,41,13.0,2018-10-19,0
CUST036653,49,Male,East,Secondary,Self-Employed,311966.94,862154.14,Education,669.5,3,106,34.03,2020-10-07,1
CUST076934,27,Male,South,Graduate,Unemployed,533121.85,95807.01,Car,784.95,1,71,29.46,2026-09-19,0
CUST078477,37,Male,West,Post-Graduate,Salaried,1395242.04,147888.92,Education,710.78,3,133,36.87,2026-08-18,0
CUST045395,23,Female,East,Graduate,Salaried,386881.99,437987.77,Home,603.11,0,103,47.05,2019-06-28,1
CUST091243,46,Male,West,Post-Graduate,Salaried,1148358.21,1290131.35,Education,629.32,1,240,30.95,2019-01-16,1
CUST092970,65,Female,East,Secondary,Self-Employed,787427.1,3139427.22,Other,628.04,2,90,53.34,2026-04-20,1
CUST002698,36,Female,North,Graduate,Salaried,319448.57,85320.37,Education,614.99,1,113,59.1,2024-06-28,0
CUST030245,60,Female,East,Graduate,Salaried,1140836.72,176884.46,Home,619.95,0,109,13.08,2023-08-04,0
CUST060105,57,Female,North,Post-Graduate,Salaried,505796.73,554328.09,Home,667.69,2,206,16.54,2025-05-07,1
CUST055217,37,Female,East,Post-Graduate,Salaried,583348.21,462134.78,Car,719.24,1,278,48.95,2024-10-08,0
CUST067267,55,Male,West,Primary,Salaried,311165.63,736239.25,Car,633.54,2,119,63.12,2024-10-30,1
CUST074299,35,Female,South,Post-Graduate,Salaried,284124.51,299794.27,Education,736.14,0,95,57.83,2018-01-25,0
CUST088025,51,Female,East,Primary,Self-Employed,438198.01,360658.37,Business,718.47,2,33,55.15,2018-03-22,1
CUST065270,33,Female,North,Graduate,Salaried,916459.99,675392.39,Car,699.5,1,157,53.74,2018-12-15,0
CUST085660,60,Female,East,Post-Graduate,Salaried,656163.64,1911978.45,Business,801.16,2,152,6.45,2019-08-07,0
CUST061410,36,Male,North,Graduate,Salaried,1986740.3,3618227.97,Education,715.02,1,135,55.48,2019-06-29,0
CUST027746,33,Female,West,Post-Graduate,Salaried,1059438.49,3479430.24,Home,650.11,1,83,97.17,2018-08-21,1
CUST088087,28,Female,North,Graduate,Self-Employed,440003.84,1273415.64,Business,622.87,1,75,17.38,2018-12-08,0
CUST090507,47,Female,North,Graduate,Salaried,478080.66,1958954.45,Car,735.13,0,236,35.92,2021-04-25,0
CUST098300,36,Male,West,Post-Graduate,Self-Employed,590237.81,323623.89,Business,584.15,0,75,40.63,2018-10-07,0
CUST026420,52,Male,South,Primary,Unemployed,2122746.58,4569574.52,Home,770.75,2,76,57.21,2019-11-22,0
CUST061371,26,Female,South,Graduate,Salaried,928143.25,3675886.17,Business,664.56,2,156,79.76,2017-06-21,1
CUST004684,35,Male,North,Secondary,Salaried,404577.17,1574155.84,Education,742.26,0,90,68.53,2022-08-13,0
CUST000140,63,Female,South,Secondary,Self-Employed,151002.92,652489.04,Car,754.76,1,55,26.92,2021-02-25,0
CUST081439,36,Male,West,Post-Graduate,Salaried,822386.98,506195.64,Home,729.5,2,123,57.49,2017-07-15,0
CUST001570,39,Male,North,Graduate,Self-Employed,971736.85,1861364.98,Business,605.73,3,113,74.91,2019-09-06,1
CUST024094,39,Male,North,Post-Graduate,Self-Employed,914912.55,2075857.34,Car,725.91,1,84,65.54,2018-03-07,0
CUST063698,38,Female,East,Post-Graduate,Salaried,245181.47,676126.8,Car,795.88,1,119,25.14,2020-12-15,0
CUST011809,26,Female,North,Secondary,Self-Employed,756158.2,1400183.29,Home,575.23,2,90,19.47,2017-12-01,1
CUST027590,55,Female,East,Secondary,Salaried,324439.48,163270.61,Car,728.97,0,49,6.47,2022-04-24,0
CUST002907,63,Male,North,Secondary,Self-Employed,400118.75,661299.08,Education,636.55,0,131,70.47,2020-03-23,0
CUST042580,47,Female,East,Secondary,Salaried,312583.9,834241.9,Car,767.63,2,118,11.9,2025-07-18,0
CUST020716,49,Female,West,Primary,Salaried,2115525.11,852493.35,Car,697.85,2,112,5.16,2022-07-21,0
CUST049556,32,Male,East,Secondary,Salaried,201409.13,459033.16,Business,545.6,2,86,6.85,2025-05-21,1
CUST052836,33,Male,South,Post-Graduate,Salaried,584987.98,494682.81,Other,643.6,2,184,54.96,2022-12-14,0
CUST095593,43,Female,South,Graduate,Self-Employed,918356.97,1901569.49,Business,629.29,1,91,67.74,2021-02-17,0
CUST030204,45,Male,South,Post-Graduate,Salaried,1364237.21,3982167.17,Education,705.0,1,82,69.85,2017-12-28,1
CUST051014,55,Female,North,Graduate,Salaried,813373.05,327180.4,Education,683.48,1,59,27.51,2025-09-19,0
CUST086805,50,Female,West,Graduate,Salaried,627334.18,1661909.15,Business,587.01,1,119,57.76,2024-03-13,1
CUST014749,30,Female,West,Graduate,Salaried,401014.32,1010665.58,Home,728.66,2,200,45.62,2017-03-19,1
CUST016889,34,Male,North,Graduate,Self-Employed,616629.91,809645.27,Car,614.92,1,143,67.16,2020-08-16,0
CUST027114,46,Male,South,Graduate,Self-Employed,218320.97,290419.5,Home,656.88,0,128,42.62,2026-04-16,0
CUST089653,46,Female,East,Post-Graduate,Self-Employed,1011348.15,2578924.86,Business,658.92,1,102,20.21,2017-08-21,1
CUST074939,64,Female,West,Secondary,Salaried,205161.7,724358.76,Car,753.24,2,73,41.21,2019-11-24,1
CUST092886,35,Male,West,Graduate,Self-Employed,744721.72,1543979.27,Business,755.72,1,57,5.82,2023-11-22,0
CUST094324,52,Male,North,Post-Graduate,Salaried,570332.71,1213236.35,Business,797.65,1,49,50.03,2025-12-06,0
CUST080970,41,Male,North,Post-Graduate,Salaried,586488.19,811855.43,Car,694.15,1,167,42.93,2019-07-24,0
CUST070155,53,Female,West,Graduate,Self-Employed,1241000.55,2715325.49,Home,742.93,0,126,19.51,2017-10-25,0
CUST090212,39,Male,North,Post-Graduate,Salaried,1051730.19,2512513.78,Car,725.79,2,145,61.89,2025-12-22,0
CUST039772,46,Female,South,Primary,Salaried,1003396.56,858636.64,Business,657.28,0,133,43.27,2020-04-03,0
CUST071871,66,Female,West,Graduate,Salaried,833558.56,503839.42,Car,718.28,1,103,31.63,2024-11-11,1
CUST097762,53,Male,West,Graduate,Salaried,2159744.6,1312445.78,Car,645.35,2,64,28.21,2017-04-30,1
CUST046022,36,Female,North,Graduate,Salaried,804296.49,2586200.39,Other,616.74,1,138,33.21,2018-10-30,1
CUST041576,39,Male,East,Secondary,Salaried,980145.79,3157175.34,Car,768.32,1,113,23.21,2022-03-08,0
CUST070133,66,Male,West,Graduate,Salaried,959332.16,1098996.83,Business,706.47,2,160,75.62,2026-02-28,0
CUST006251,40,Female,South,Graduate,Self-Employed,501498.98,649844.84,Education,610.12,2,76,21.22,2018-10-29,1
CUST049022,43,Male,North,Graduate,Salaried,1058707.28,2923944.97,Other,628.03,0,153,52.4,2020-08-12,0
CUST045584,29,Female,South,Graduate,Self-Employed,823358.0,1058916.85,Car,643.5,0,67,22.04,2022-08-29,1
CUST057831,55,Female,East,Graduate,Self-Employed,2926598.11,3688602.81,Car,687.7,0,94,70.19,2022-03-30,0
CUST039469,24,Male,North,Primary,Salaried,1028994.93,2705027.09,Education,608.1,0,172,40.03,2017-07-10,1
CUST012097,32,Male,East,Graduate,Self-Employed,578181.34,1549538.67,Business,670.74,2,91,57.38,2022-06-05,1
CUST054227,38,Female,South,Secondary,Salaried,412054.96,888250.09,Business,764.97,3,126,52.24,2025-05-28,0
CUST010765,51,Male,West,Graduate,Salaried,195936.59,285715.17,Business,639.68,0,66,34.05,2026-12-19,0
CUST004926,34,Female,North,Graduate,Salaried,265763.86,728955.53,Other,624.5,3,53,10.86,2020-12-28,1
CUST073028,61,Male,South,Graduate,Salaried,571835.92,262517.92,Business,772.03,4,84,75.35,2021-04-14,0
CUST003357,47,Male,West,Graduate,Self-Employed,572646.61,486541.5,Home,612.08,2,26,38.72,2021-07-04,1
CUST095975,28,Male,South,Graduate,Salaried,619280.15,2047697.39,Education,644.72,1,110,56.05,2020-05-28,1
CUST043512,32,Male,South,Graduate,Salaried,936713.81,996011.28,Home,677.95,0,87,34.33,2021-10-28,0
CUST012334,61,Female,East,Secondary,Self-Employed,3203455.35,3538582.91,Other,686.57,1,248,11.53,2024-06-11,1
CUST000792,43,Male,South,Graduate,Self-Employed,1418189.34,3023848.53,Home,621.06,1,198,55.94,2018-03-09,1
CUST068538,30,Female,East,Secondary,Salaried,797795.05,2632647.59,Other,760.27,2,108,50.57,2023-04-12,0
CUST036638,39,Female,West,Post-Graduate,Salaried,2396229.7,2372458.31,Home,530.52,2,76,34.12,2023-12-16,1
CUST047873,51,Female,East,Graduate,Self-Employed,766158.78,1810907.74,Education,635.48,2,61,39.32,2021-09-13,0
CUST093776,61,Female,South,Graduate,Salaried,571335.32,911941.07,Home,762.11,1,257,22.96,2019-09-15,1
CUST004989,49,Female,West,Post-Graduate,Salaried,822627.69,1383281.96,Business,741.23,2,83,15.29,2026-08-10,0
CUST083994,51,Male,South,Secondary,Salaried,603067.74,246596.07,Business,678.65,0,67,39.64,2021-08-19,0
CUST090282,24,Female,South,Graduate,Self-Employed,407094.2,844727.0,Business,735.25,1,112,59.24,2017-07-17,1
CUST044048,30,Male,South,Graduate,Salaried,1256004.71,1247928.22,Other,566.5,2,124,5.0,2025-10-12,1
CUST013329,36,Female,West,Post-Graduate,Self-Employed,825701.16,1936751.36,Business,796.26,0,142,60.55,2022-01-21,0
CUST081705,47,Male,West,Secondary,Self-Employed,433621.21,233087.84,Other,642.8,3,164,15.54,2017-05-03,1
CUST072807,29,Female,East,Graduate,Salaried,444256.28,83922.43,Education,604.33,0,193,35.77,2025-08-24,1
CUST023282,36,Female,South,Graduate,Salaried,541832.48,725493.19,Car,704.07,0,137,37.4,2022-12-21,0
CUST058458,35,Male,North,Primary,Salaried,819506.41,162512.03,Business,778.99,1,240,23.05,2022-11-22,0
CUST077047,56,Female,South,Post-Graduate,Salaried,1610293.59,1946767.05,Home,761.8,3,84,39.43,2025-07-29,0
CUST030900,54,Male,North,Graduate,Salaried,194605.48,214794.0,Other,725.28,0,78,33.91,2017-04-11,0
CUST041765,39,Male,South,Secondary,Salaried,710518.7,2559440.25,Car,726.23,5,142,43.82,2024-11-13,1
CUST041592,34,Female,North,Graduate,Salaried,371203.4,707828.57,Home,686.4,1,142,18.67,2022-08-14,1
CUST014477,58,Female,East,Graduate,Self-Employed,506104.86,1636315.02,Home,681.09,4,94,59.98,2023-08-17,0
CUST013200,32,Other,East,Primary,Salaried,550748.48,1506657.54,Car,626.08,1,126,36.79,2019-07-30,1
CUST064197,60,Female,North,Secondary,Salaried,222695.23,46176.63,Car,546.31,6,74,59.43,2017-12-04,1
CUST012950,29,Female,South,Graduate,Self-Employed,913331.26,387743.42,Car,659.5,2,85,5.0,2021-12-14,1
CUST090392,35,Female,North,Graduate,Unemployed,813355.33,3038843.94,Other,694.67,1,109,18.15,2020-01-16,1
CUST028408,26,Male,South,Secondary,Self-Employed,905424.87,1928429.06,Education,625.21,1,113,60.62,2018-03-18,0
CUST081704,50,Other,East,Secondary,Salaried,301726.85,954231.38,Education,731.05,1,91,76.19,2025-09-24,1
CUST039742,26,Male,North,Graduate,Self-Employed,596484.97,184778.37,Other,676.32,2,59,44.45,2022-08-31,0
CUST039576,36,Female,East,Secondary,Salaried,199067.22,59776.47,Home,670.48,1,103,56.6,2025-07-17,0
CUST018420,62,Male,North,Post-Graduate,Salaried,1081131.11,3364047.38,Home,734.6,1,266,31.82,2018-05-22,1
CUST058231,47,Female,West,Secondary,Salaried,1737304.48,2524759.87,Home,836.83,2,148,20.27,2024-09-15,0
CUST087947,51,Female,South,Post-Graduate,Self-Employed,353318.05,686668.99,Car,777.88,0,184,38.61,2018-04-07,0
CUST080001,52,Male,South,Post-Graduate,Salaried,1028518.82,1531469.96,Home,805.31,2,123,18.77,2021-11-03,0
CUST040792,31,Female,North,Secondary,Salaried,565855.09,624182.97,Education,690.52,2,137,73.51,2019-03-08,0
CUST036203,43,Female,South,Post-Graduate,Self-Employed,1523208.67,2070273.07,Business,715.42,2,90,23.37,2019-02-05,0
CUST037755,31,Male,West,Post-Graduate,Self-Employed,1829696.11,4366850.67,Car,691.42,1,157,44.41,2026-10-01,0
CUST044038,38,Male,West,Graduate,Self-Employed,915496.51,982204.98,Home,757.03,1,51,36.14,2020-02-03,0
CUST001108,50,Male,North,Primary,Self-Employed,526933.88,1597333.19,Car,664.93,2,118,52.17,2022-01-27,1
CUST026071,45,Male,South,Graduate,Salaried,377227.77,1238635.04,Education,647.15,4,14,64.44,2024-11-29,1
CUST038967,44,Male,West,Secondary,Salaried,242532.35,2333217.89,Home,669.46,1,97,43.37,2020-03-16,1
CUST039593,40,Male,North,Graduate,Salaried,366862.9,1427436.62,Business,701.15,2,81,82.91,2020-12-08,1
CUST060515,38,Female,West,Graduate,Salaried,341446.15,314566.29,Home,639.15,1,131,34.19,2024-10-15,0
CUST098720,47,Female,South,Graduate,Salaried,373382.31,569570.14,Home,682.87,1,167,22.33,2018-09-21,0
CUST041590,33,Female,South,Graduate,Self-Employed,1107311.76,2592112.22,Home,710.87,1,72,18.53,2022-02-24,0
CUST022564,48,Male,West,Secondary,Salaried,384957.06,581851.34,Business,702.87,1,186,14.25,2019-12-17,0
CUST093563,47,Female,West,Post-Graduate,Self-Employed,979323.97,3804250.92,Home,744.38,0,125,52.05,2021-06-19,0
CUST068106,42,Female,West,Post-Graduate,Salaried,307134.66,1093622.9,Education,663.16,0,41,53.58,2022-03-14,0
CUST024054,27,Female,East,Post-Graduate,Salaried,864583.45,1332675.55,Business,735.99,0,168,68.17,2023-03-31,0
CUST018531,27,Male,East,Graduate,Salaried,1107801.33,2521068.05,Car,608.12,3,129,40.56,2018-08-08,1
CUST075109,42,Female,West,Post-Graduate,Salaried,585075.13,603338.21,Education,680.17,2,171,21.13,2017-09-01,0
CUST078325,40,Male,North,Graduate,Salaried,1345324.71,2327175.93,Car,629.35,0,111,49.99,2025-10-14,0
CUST011473,68,Female,West,Primary,Salaried,323827.08,60051.86,Car,758.4,4,145,17.65,2021-05-30,1
CUST063159,62,Male,West,Graduate,Salaried,525419.1,1355753.21,Other,636.58,1,107,31.57,2022-03-22,0
CUST083044,39,Male,South,Graduate,Unemployed,633903.99,1686378.36,Business,514.06,2,112,49.98,2026-03-30,1
CUST077900,38,Male,West,Post-Graduate,Salaried,499815.96,1332893.7,Business,713.72,2,53,56.8,2018-02-03,1
CUST030141,55,Male,West,Post-Graduate,Self-Employed,1452017.46,3045140.46,Home,746.91,1,153,25.61,2024-12-08,0
CUST060509,23,Female,North,Secondary,Salaried,502444.5,677595.77,Home,625.72,2,195,61.96,2021-03-19,1
CUST055434,32,Male,North,Secondary,Salaried,500451.41,189546.26,Business,656.76,1,37,20.65,2017-11-19,0
CUST030334,39,Female,West,Secondary,Salaried,683214.8,2024312.98,Home,642.18,2,53,33.37,2022-12-23,1
CUST070704,52,Female,East,Primary,Unemployed,538737.67,447210.14,Education,674.73,1,120,45.76,2021-11-11,0
CUST060132,44,Female,South,Secondary,Salaried,1055984.72,1266217.64,Education,641.91,0,135,34.25,2026-02-18,0
CUST049508,48,Female,East,Secondary,Self-Employed,240889.19,742230.81,Car,769.8,1,126,34.34,2021-05-15,0
CUST043552,38,Female,North,Graduate,Self-Employed,430044.32,750083.12,Car,656.88,1,38,28.1,2025-10-06,0
CUST060365,43,Male,West,Graduate,Salaried,520115.34,457003.9,Car,753.79,2,77,22.93,2026-07-14,1
CUST094782,48,Male,East,Secondary,Self-Employed,671864.46,2392810.95,Car,670.29,1,139,39.98,2018-10-14,1
CUST075694,31,Female,West,Secondary,Self-Employed,1005100.79,137622.87,Education,708.21,0,100,28.77,2018-08-30,0
CUST033924,46,Male,East,Graduate,Self-Employed,648520.22,755461.1,Home,694.5,1,52,74.33,2024-03-25,1
CUST039519,60,Male,West,Graduate,Salaried,789429.62,248157.84,Education,626.05,4,143,26.84,2023-06-14,1
CUST008695,41,Female,East,Graduate,Self-Employed,954033.82,921141.31,Car,774.54,1,128,64.82,2018-09-21,0
CUST067253,42,Male,West,Secondary,Salaried,1008900.47,3018765.3,Other,703.45,1,81,36.32,2026-08-21,1
CUST077787,47,Male,West,Primary,Salaried,1070353.02,1080566.32,Car,701.26,3,136,73.69,2024-04-22,0
CUST074918,53,Female,East,Graduate,Salaried,680558.45,1006238.9,Education,655.58,2,63,45.6,2017-02-16,1
CUST081023,45,Female,South,Graduate,Self-Employed,942977.16,2449089.41,Car,723.13,1,128,40.49,2026-11-21,1
CUST005166,65,Female,South,Graduate,Unemployed,579047.56,2166949.54,Education,612.28,0,32,57.65,2026-03-09,1
CUST090831,31,Male,West,Secondary,Salaried,327459.89,982999.52,Home,646.07,1,46,33.91,2026-04-23,0
CUST075466,33,Male,West,Graduate,Salaried,584292.24,1485703.79,Business,741.41,0,129,40.69,2018-06-19,0
CUST016512,39,Male,West,Graduate,Salaried,527588.18,726059.35,Education,752.65,2,169,25.28,2018-08-21,0
CUST057188,53,Female,North,Secondary,Unemployed,1419115.13,4390908.27,Education,582.7,2,112,75.08,2021-11-10,1
CUST028723,35,Male,South,Graduate,Salaried,1018532.97,2032148.46,Other,760.97,1,184,80.05,2020-03-31,0
CUST019726,47,Female,South,Secondary,Salaried,410962.38,301431.19,Education,697.13,1,107,52.59,2024-05-29,0
CUST046703,36,Male,South,Graduate,Salaried,856087.48,1992195.82,Education,561.19,1,142,43.11,2023-12-04,1
CUST000901,33,Male,North,Primary,Salaried,851603.7,4314368.18,Education,763.82,1,116,17.46,2025-08-13,0
CUST021092,33,Male,East,Graduate,Self-Employed,495316.65,984861.95,Education,642.88,0,73,70.62,2018-05-12,0
CUST035354,51,Female,North,Graduate,Salaried,631871.64,901287.37,Car,657.65,1,84,21.79,2021-05-02,1
